Date,Company,Sector,Transcript,Sentiment_Score
2024-07-28,Nvidia,Technology,Increased regulation in 46 is creating new challenges for our business model.,0.14
2025-02-23,ExxonMobil,Energy,We are seeing growing consumer interest in 21 due to macroeconomic trends.,-0.12
2024-09-21,Johnson & Johnson,Healthcare,6 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-01-20,Goldman Sachs,Finance,40 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-10-25,Walmart,Retail,10 is leading the sector with record-breaking earnings this year.,0.0
2025-02-03,Morgan Stanley,Finance,We are seeing growing consumer interest in 42 due to macroeconomic trends.,-0.12
2024-05-23,Shell,Energy,Market volatility due to global economic conditions remains a concern.,0.03
2024-09-22,JPMorgan,Finance,Increased regulation in 13 is creating new challenges for our business model.,0.14
2025-03-07,Microsoft,Technology,We are seeing growing consumer interest in 28 due to macroeconomic trends.,-0.12
2025-01-28,JPMorgan,Finance,We are seeing growing consumer interest in 16 due to macroeconomic trends.,-0.12
2024-08-25,Gilead Sciences,Healthcare,35 is leading the sector with record-breaking earnings this year.,0.0
2024-05-06,Target,Retail,Our new product line in 15 is seeing exceptional early adoption.,0.3
2024-07-08,Morgan Stanley,Finance,41 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-07-05,Bank of America,Finance,50 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-04-04,BP,Energy,"Revenue grew by 27% this quarter, driven by strong demand in Energy.",0.43
2024-12-23,Tesla,Technology,21 is leading the sector with record-breaking earnings this year.,0.0
2024-06-28,Moderna,Healthcare,Increased regulation in 20 is creating new challenges for our business model.,0.14
2024-08-23,Walmart,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-01-13,BP,Energy,We are expanding aggressively into 8 markets to capitalize on industry growth.,0.0
2025-02-18,Chevron,Energy,50 is leading the sector with record-breaking earnings this year.,0.0
2024-12-04,Johnson & Johnson,Healthcare,Increased regulation in 45 is creating new challenges for our business model.,0.14
2024-06-21,BP,Energy,Market volatility due to global economic conditions remains a concern.,0.03
2024-12-02,Amazon,Technology,Increased regulation in 35 is creating new challenges for our business model.,0.14
2024-09-06,Pfizer,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-11-24,Amazon,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-06-20,Morgan Stanley,Finance,21 is leading the sector with record-breaking earnings this year.,0.0
2024-07-04,Target,Retail,Market volatility due to global economic conditions remains a concern.,0.03
2024-06-12,Walmart,Retail,Market volatility due to global economic conditions remains a concern.,0.03
2024-07-19,Amazon,Technology,We are seeing growing consumer interest in 24 due to macroeconomic trends.,-0.12
2024-10-01,Microsoft,Technology,Our new product line in 45 is seeing exceptional early adoption.,0.3
2024-09-09,ExxonMobil,Energy,Market volatility due to global economic conditions remains a concern.,0.03
2024-07-01,Gilead Sciences,Healthcare,19 is leading the sector with record-breaking earnings this year.,0.0
2024-03-22,Bank of America,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-02-11,Bank of America,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2025-01-17,Johnson & Johnson,Healthcare,We are expanding aggressively into 45 markets to capitalize on industry growth.,0.0
2024-03-14,Amazon,Retail,20 is leading the sector with record-breaking earnings this year.,0.0
2024-04-17,Moderna,Healthcare,We are expanding aggressively into 46 markets to capitalize on industry growth.,0.0
2025-03-05,Shell,Energy,32 is leading the sector with record-breaking earnings this year.,0.0
2024-11-08,Shell,Energy,We are seeing growing consumer interest in 16 due to macroeconomic trends.,-0.12
2024-09-17,JPMorgan,Finance,Our new product line in 43 is seeing exceptional early adoption.,0.3
2025-01-21,Johnson & Johnson,Healthcare,Our new product line in 26 is seeing exceptional early adoption.,0.3
2025-02-05,Gilead Sciences,Healthcare,33 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-09-19,ExxonMobil,Energy,"Revenue grew by 50% this quarter, driven by strong demand in Energy.",0.43
2024-12-12,Google,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-12-02,ExxonMobil,Energy,"Revenue grew by 34% this quarter, driven by strong demand in Energy.",0.43
2024-07-09,Moderna,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-08-31,Morgan Stanley,Finance,Our new product line in 47 is seeing exceptional early adoption.,0.3
2024-05-02,Costco,Retail,We are seeing growing consumer interest in 11 due to macroeconomic trends.,-0.12
2024-04-29,Apple,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-05-11,Walmart,Retail,Our new product line in 45 is seeing exceptional early adoption.,0.3
2024-03-13,Meta,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-09-19,Target,Retail,"Revenue grew by 9% this quarter, driven by strong demand in Retail.",0.43
2024-12-30,Gilead Sciences,Healthcare,Increased regulation in 15 is creating new challenges for our business model.,0.14
2024-10-27,Microsoft,Technology,We are seeing growing consumer interest in 33 due to macroeconomic trends.,-0.12
2024-09-11,Shell,Energy,Increased regulation in 46 is creating new challenges for our business model.,0.14
2024-10-19,Google,Technology,"Revenue grew by 40% this quarter, driven by strong demand in Technology.",0.43
2024-11-14,Johnson & Johnson,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-05-10,Chevron,Energy,We are seeing growing consumer interest in 48 due to macroeconomic trends.,-0.12
2025-01-26,Goldman Sachs,Finance,"Revenue grew by 8% this quarter, driven by strong demand in Finance.",0.43
2024-08-30,JPMorgan,Finance,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-11-04,Walmart,Retail,13 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-06-05,Bank of America,Finance,40 is leading the sector with record-breaking earnings this year.,0.0
2024-06-14,JPMorgan,Finance,17 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-10-22,Tesla,Technology,Our new product line in 8 is seeing exceptional early adoption.,0.3
2024-08-11,Goldman Sachs,Finance,Increased regulation in 37 is creating new challenges for our business model.,0.14
2024-11-12,Chevron,Energy,We are seeing growing consumer interest in 40 due to macroeconomic trends.,-0.12
2024-10-07,Google,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-05-27,Shell,Energy,We are seeing growing consumer interest in 13 due to macroeconomic trends.,-0.12
2024-09-30,BP,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-10-10,Shell,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-08-20,JPMorgan,Finance,43 is leading the sector with record-breaking earnings this year.,0.0
2024-08-22,Nvidia,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-08-08,Microsoft,Technology,19 is leading the sector with record-breaking earnings this year.,0.0
2024-04-07,Gilead Sciences,Healthcare,Increased regulation in 36 is creating new challenges for our business model.,0.14
2024-09-24,Apple,Technology,"Revenue grew by 13% this quarter, driven by strong demand in Technology.",0.43
2024-04-26,Amazon,Retail,Increased regulation in 38 is creating new challenges for our business model.,0.14
2025-02-17,JPMorgan,Finance,19 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-06-17,Johnson & Johnson,Healthcare,We are seeing growing consumer interest in 19 due to macroeconomic trends.,-0.12
2024-03-19,Meta,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-01-17,Target,Retail,We are seeing growing consumer interest in 38 due to macroeconomic trends.,-0.12
2024-11-14,Walmart,Retail,45 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-07-13,Gilead Sciences,Healthcare,"Revenue grew by 45% this quarter, driven by strong demand in Healthcare.",0.43
2025-02-06,Bank of America,Finance,We are expanding aggressively into 40 markets to capitalize on industry growth.,0.0
2024-03-16,JPMorgan,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-04-22,Costco,Retail,26 is leading the sector with record-breaking earnings this year.,0.0
2024-10-08,Morgan Stanley,Finance,Increased regulation in 9 is creating new challenges for our business model.,0.14
2025-01-28,Meta,Technology,"Revenue grew by 49% this quarter, driven by strong demand in Technology.",0.43
2024-09-23,JPMorgan,Finance,"Revenue grew by 15% this quarter, driven by strong demand in Finance.",0.43
2025-01-14,Bank of America,Finance,33 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-04-17,Pfizer,Healthcare,"Revenue grew by 35% this quarter, driven by strong demand in Healthcare.",0.43
2024-07-07,Gilead Sciences,Healthcare,Increased regulation in 40 is creating new challenges for our business model.,0.14
2024-06-18,Target,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-06-03,ExxonMobil,Energy,Our new product line in 42 is seeing exceptional early adoption.,0.3
2024-12-08,Amazon,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-11-28,Pfizer,Healthcare,27 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-04-28,Moderna,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-08-07,BP,Energy,We are seeing growing consumer interest in 13 due to macroeconomic trends.,-0.12
2025-01-05,Google,Technology,42 is leading the sector with record-breaking earnings this year.,0.0
2024-03-30,Bank of America,Finance,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-02-26,Moderna,Healthcare,Our new product line in 14 is seeing exceptional early adoption.,0.3
2024-10-15,Moderna,Healthcare,We are seeing growing consumer interest in 33 due to macroeconomic trends.,-0.12
2024-12-01,JPMorgan,Finance,"Revenue grew by 34% this quarter, driven by strong demand in Finance.",0.43
2024-07-29,JPMorgan,Finance,"Revenue grew by 38% this quarter, driven by strong demand in Finance.",0.43
2024-08-26,JPMorgan,Finance,19 is leading the sector with record-breaking earnings this year.,0.0
2025-02-23,Morgan Stanley,Finance,19 is leading the sector with record-breaking earnings this year.,0.0
2025-01-25,Gilead Sciences,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-02-16,Meta,Technology,21 is leading the sector with record-breaking earnings this year.,0.0
2025-03-04,Google,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2025-01-12,Costco,Retail,We are seeing growing consumer interest in 26 due to macroeconomic trends.,-0.12
2024-09-15,Nvidia,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-01-17,Bank of America,Finance,Increased regulation in 37 is creating new challenges for our business model.,0.14
2024-05-12,Target,Retail,We are expanding aggressively into 13 markets to capitalize on industry growth.,0.0
2024-05-27,Apple,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-11-17,Microsoft,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-06-15,Amazon,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-11-10,Morgan Stanley,Finance,"Revenue grew by 38% this quarter, driven by strong demand in Finance.",0.43
2024-09-10,ExxonMobil,Energy,23 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-03-05,Microsoft,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-11-18,BP,Energy,Our new product line in 40 is seeing exceptional early adoption.,0.3
2024-04-02,Gilead Sciences,Healthcare,Increased regulation in 42 is creating new challenges for our business model.,0.14
2024-08-12,Moderna,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-09-21,Target,Retail,"Revenue grew by 42% this quarter, driven by strong demand in Retail.",0.43
2024-04-09,Chevron,Energy,24 is leading the sector with record-breaking earnings this year.,0.0
2024-03-31,BP,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-07-17,Shell,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-06-16,Amazon,Retail,We are expanding aggressively into 37 markets to capitalize on industry growth.,0.0
2024-09-15,Microsoft,Technology,Our new product line in 46 is seeing exceptional early adoption.,0.3
2025-01-26,BP,Energy,Our new product line in 34 is seeing exceptional early adoption.,0.3
2024-03-28,Target,Retail,We are seeing growing consumer interest in 30 due to macroeconomic trends.,-0.12
2024-10-03,Amazon,Technology,"Revenue grew by 13% this quarter, driven by strong demand in Technology.",0.43
2024-11-14,BP,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-12-23,Amazon,Retail,Increased regulation in 36 is creating new challenges for our business model.,0.14
2024-11-03,Nvidia,Technology,We are seeing growing consumer interest in 36 due to macroeconomic trends.,-0.12
2024-06-12,JPMorgan,Finance,We are expanding aggressively into 31 markets to capitalize on industry growth.,0.0
2024-12-25,Moderna,Healthcare,25 is leading the sector with record-breaking earnings this year.,0.0
2025-02-07,Walmart,Retail,12 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-11-18,Pfizer,Healthcare,We are seeing growing consumer interest in 11 due to macroeconomic trends.,-0.12
2024-07-27,Moderna,Healthcare,We are seeing growing consumer interest in 23 due to macroeconomic trends.,-0.12
2024-10-16,Meta,Technology,39 is leading the sector with record-breaking earnings this year.,0.0
2024-07-23,Morgan Stanley,Finance,We are expanding aggressively into 16 markets to capitalize on industry growth.,0.0
2024-07-26,Chevron,Energy,43 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-02-07,JPMorgan,Finance,Increased regulation in 32 is creating new challenges for our business model.,0.14
2024-08-11,Nvidia,Technology,We are seeing growing consumer interest in 22 due to macroeconomic trends.,-0.12
2024-11-13,Pfizer,Healthcare,We are seeing growing consumer interest in 38 due to macroeconomic trends.,-0.12
2024-12-06,Amazon,Technology,22 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-06-02,Gilead Sciences,Healthcare,14 is leading the sector with record-breaking earnings this year.,0.0
2024-08-24,Amazon,Retail,We are seeing growing consumer interest in 50 due to macroeconomic trends.,-0.12
2024-12-20,Morgan Stanley,Finance,We are expanding aggressively into 34 markets to capitalize on industry growth.,0.0
2024-06-28,Walmart,Retail,"Revenue grew by 18% this quarter, driven by strong demand in Retail.",0.43
2024-05-05,Moderna,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-12-15,Walmart,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-04-26,Tesla,Technology,We are expanding aggressively into 45 markets to capitalize on industry growth.,0.0
2024-09-29,Moderna,Healthcare,49 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-04-15,Costco,Retail,Market volatility due to global economic conditions remains a concern.,0.03
2024-05-07,Pfizer,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2025-03-01,Goldman Sachs,Finance,We are expanding aggressively into 14 markets to capitalize on industry growth.,0.0
2024-09-29,Chevron,Energy,39 is leading the sector with record-breaking earnings this year.,0.0
2024-11-14,Target,Retail,"Revenue grew by 20% this quarter, driven by strong demand in Retail.",0.43
2024-06-10,Pfizer,Healthcare,We are expanding aggressively into 15 markets to capitalize on industry growth.,0.0
2024-07-25,Amazon,Retail,Our new product line in 21 is seeing exceptional early adoption.,0.3
2024-09-14,Tesla,Technology,We are seeing growing consumer interest in 41 due to macroeconomic trends.,-0.12
2025-01-29,Costco,Retail,31 is leading the sector with record-breaking earnings this year.,0.0
2024-07-24,Walmart,Retail,Our new product line in 47 is seeing exceptional early adoption.,0.3
2024-05-31,Meta,Technology,Our new product line in 6 is seeing exceptional early adoption.,0.3
2024-03-16,Pfizer,Healthcare,Our new product line in 12 is seeing exceptional early adoption.,0.3
2024-12-30,BP,Energy,We are expanding aggressively into 43 markets to capitalize on industry growth.,0.0
2024-10-31,Walmart,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-03-18,Johnson & Johnson,Healthcare,We are expanding aggressively into 7 markets to capitalize on industry growth.,0.0
2024-06-11,Google,Technology,Increased regulation in 49 is creating new challenges for our business model.,0.14
2025-03-01,Johnson & Johnson,Healthcare,We are expanding aggressively into 15 markets to capitalize on industry growth.,0.0
2024-12-30,Pfizer,Healthcare,43 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-10-11,Bank of America,Finance,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-01-13,Johnson & Johnson,Healthcare,15 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-01-08,Morgan Stanley,Finance,We are expanding aggressively into 40 markets to capitalize on industry growth.,0.0
2025-02-09,Morgan Stanley,Finance,29 is leading the sector with record-breaking earnings this year.,0.0
2025-01-22,Pfizer,Healthcare,We are seeing growing consumer interest in 24 due to macroeconomic trends.,-0.12
2024-08-11,Moderna,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-11-30,Costco,Retail,5 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-08-04,JPMorgan,Finance,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-05-26,Shell,Energy,"Revenue grew by 18% this quarter, driven by strong demand in Energy.",0.43
2024-08-01,Amazon,Retail,We are expanding aggressively into 41 markets to capitalize on industry growth.,0.0
2024-03-30,Microsoft,Technology,Our new product line in 21 is seeing exceptional early adoption.,0.3
2024-05-22,Goldman Sachs,Finance,Our new product line in 24 is seeing exceptional early adoption.,0.3
2024-12-17,Morgan Stanley,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-07-03,Johnson & Johnson,Healthcare,38 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-12-19,Moderna,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-11-20,Tesla,Technology,We are expanding aggressively into 24 markets to capitalize on industry growth.,0.0
2024-04-24,Johnson & Johnson,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-07-16,Shell,Energy,We are seeing growing consumer interest in 27 due to macroeconomic trends.,-0.12
2024-09-26,Tesla,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-12-06,Morgan Stanley,Finance,We are seeing growing consumer interest in 15 due to macroeconomic trends.,-0.12
2024-12-26,Shell,Energy,11 is leading the sector with record-breaking earnings this year.,0.0
2024-08-09,Moderna,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2025-02-12,Amazon,Technology,We are seeing growing consumer interest in 43 due to macroeconomic trends.,-0.12
2024-08-03,Tesla,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-06-12,ExxonMobil,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-12-24,Johnson & Johnson,Healthcare,Increased regulation in 34 is creating new challenges for our business model.,0.14
2024-07-07,Meta,Technology,19 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-02-16,JPMorgan,Finance,We are expanding aggressively into 39 markets to capitalize on industry growth.,0.0
2024-05-10,Moderna,Healthcare,"Revenue grew by 9% this quarter, driven by strong demand in Healthcare.",0.43
2024-10-09,Apple,Technology,49 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-10-21,ExxonMobil,Energy,Our new product line in 46 is seeing exceptional early adoption.,0.3
2024-04-04,Shell,Energy,Increased regulation in 18 is creating new challenges for our business model.,0.14
2024-07-02,Shell,Energy,Our new product line in 29 is seeing exceptional early adoption.,0.3
2024-09-09,ExxonMobil,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-11-26,Walmart,Retail,11 is leading the sector with record-breaking earnings this year.,0.0
2025-03-10,Gilead Sciences,Healthcare,38 is leading the sector with record-breaking earnings this year.,0.0
2024-06-27,Pfizer,Healthcare,We are seeing growing consumer interest in 12 due to macroeconomic trends.,-0.12
2024-08-23,Gilead Sciences,Healthcare,Increased regulation in 13 is creating new challenges for our business model.,0.14
2024-04-12,Amazon,Technology,48 is leading the sector with record-breaking earnings this year.,0.0
2024-10-09,Amazon,Retail,26 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-03-12,ExxonMobil,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-11-15,Moderna,Healthcare,Increased regulation in 25 is creating new challenges for our business model.,0.14
2024-11-27,Amazon,Technology,Our new product line in 16 is seeing exceptional early adoption.,0.3
2024-04-02,Johnson & Johnson,Healthcare,"Revenue grew by 38% this quarter, driven by strong demand in Healthcare.",0.43
2024-12-29,Amazon,Retail,46 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-06-30,Pfizer,Healthcare,8 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-05-26,Microsoft,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-07-28,Johnson & Johnson,Healthcare,28 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-08-19,JPMorgan,Finance,"Revenue grew by 48% this quarter, driven by strong demand in Finance.",0.43
2024-07-26,Shell,Energy,We are expanding aggressively into 25 markets to capitalize on industry growth.,0.0
2024-06-22,Johnson & Johnson,Healthcare,47 is leading the sector with record-breaking earnings this year.,0.0
2025-03-07,Shell,Energy,Our new product line in 35 is seeing exceptional early adoption.,0.3
2025-01-09,Chevron,Energy,Increased regulation in 10 is creating new challenges for our business model.,0.14
2025-02-17,Google,Technology,"Revenue grew by 7% this quarter, driven by strong demand in Technology.",0.43
2024-08-02,Goldman Sachs,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2024-12-01,Gilead Sciences,Healthcare,Increased regulation in 33 is creating new challenges for our business model.,0.14
2025-01-29,Microsoft,Technology,43 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-03-18,Gilead Sciences,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-10-21,Bank of America,Finance,We are expanding aggressively into 14 markets to capitalize on industry growth.,0.0
2024-04-10,BP,Energy,Increased regulation in 47 is creating new challenges for our business model.,0.14
2024-03-20,Pfizer,Healthcare,We are seeing growing consumer interest in 23 due to macroeconomic trends.,-0.12
2024-05-31,Chevron,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-08-30,Pfizer,Healthcare,"Revenue grew by 15% this quarter, driven by strong demand in Healthcare.",0.43
2024-04-20,Goldman Sachs,Finance,14 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-09-06,Pfizer,Healthcare,"Revenue grew by 42% this quarter, driven by strong demand in Healthcare.",0.43
2025-02-26,Chevron,Energy,19 is leading the sector with record-breaking earnings this year.,0.0
2024-07-04,Moderna,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-04-20,BP,Energy,49 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-10-26,JPMorgan,Finance,Our new product line in 30 is seeing exceptional early adoption.,0.3
2024-11-15,Meta,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-11-29,Goldman Sachs,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2025-02-14,Johnson & Johnson,Healthcare,Increased regulation in 43 is creating new challenges for our business model.,0.14
2025-03-02,Shell,Energy,50 is leading the sector with record-breaking earnings this year.,0.0
2024-07-03,Chevron,Energy,33 is leading the sector with record-breaking earnings this year.,0.0
2024-03-28,Gilead Sciences,Healthcare,We are expanding aggressively into 11 markets to capitalize on industry growth.,0.0
2024-05-29,Chevron,Energy,Our new product line in 41 is seeing exceptional early adoption.,0.3
2024-06-12,Pfizer,Healthcare,"Revenue grew by 44% this quarter, driven by strong demand in Healthcare.",0.43
2025-02-13,Nvidia,Technology,Our new product line in 47 is seeing exceptional early adoption.,0.3
2024-08-05,Costco,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-01-22,ExxonMobil,Energy,Increased regulation in 11 is creating new challenges for our business model.,0.14
2024-07-12,Moderna,Healthcare,"Revenue grew by 23% this quarter, driven by strong demand in Healthcare.",0.43
2024-09-18,Pfizer,Healthcare,"Revenue grew by 13% this quarter, driven by strong demand in Healthcare.",0.43
2024-12-20,Google,Technology,Our new product line in 41 is seeing exceptional early adoption.,0.3
2025-01-01,JPMorgan,Finance,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-08-11,Moderna,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-11-02,Pfizer,Healthcare,We are seeing growing consumer interest in 42 due to macroeconomic trends.,-0.12
2025-01-17,Costco,Retail,We are expanding aggressively into 39 markets to capitalize on industry growth.,0.0
2025-01-05,Shell,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-09-08,BP,Energy,Market volatility due to global economic conditions remains a concern.,0.03
2024-04-11,BP,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-03-05,Amazon,Retail,12 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-10-16,ExxonMobil,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-01-07,Bank of America,Finance,Our new product line in 49 is seeing exceptional early adoption.,0.3
2025-01-13,Google,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-03-24,Shell,Energy,"Revenue grew by 45% this quarter, driven by strong demand in Energy.",0.43
2024-10-25,Tesla,Technology,Increased regulation in 16 is creating new challenges for our business model.,0.14
2024-05-14,Gilead Sciences,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-01-17,Shell,Energy,Our new product line in 17 is seeing exceptional early adoption.,0.3
2024-09-15,Walmart,Retail,We are seeing growing consumer interest in 50 due to macroeconomic trends.,-0.12
2024-08-09,Johnson & Johnson,Healthcare,39 is leading the sector with record-breaking earnings this year.,0.0
2024-04-05,Walmart,Retail,We are seeing growing consumer interest in 5 due to macroeconomic trends.,-0.12
2024-05-28,Moderna,Healthcare,27 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-12-12,Costco,Retail,45 is leading the sector with record-breaking earnings this year.,0.0
2024-09-10,Bank of America,Finance,35 is leading the sector with record-breaking earnings this year.,0.0
2024-04-05,Gilead Sciences,Healthcare,Increased regulation in 11 is creating new challenges for our business model.,0.14
2024-09-02,Bank of America,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-04-17,Apple,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-03-10,Chevron,Energy,"Revenue grew by 29% this quarter, driven by strong demand in Energy.",0.43
2025-02-17,Google,Technology,41 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-11-04,Johnson & Johnson,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2025-01-12,Bank of America,Finance,We are seeing growing consumer interest in 40 due to macroeconomic trends.,-0.12
2024-12-02,Shell,Energy,20 is leading the sector with record-breaking earnings this year.,0.0
2024-07-07,ExxonMobil,Energy,Market volatility due to global economic conditions remains a concern.,0.03
2025-02-18,Bank of America,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-09-10,Amazon,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-07-22,Pfizer,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-04-25,Amazon,Retail,11 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-09-13,Morgan Stanley,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-06-12,Amazon,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-11-12,Walmart,Retail,We are seeing growing consumer interest in 7 due to macroeconomic trends.,-0.12
2024-09-09,Chevron,Energy,19 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-06-17,Tesla,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-09-21,Chevron,Energy,We are expanding aggressively into 30 markets to capitalize on industry growth.,0.0
2024-10-26,Bank of America,Finance,We are expanding aggressively into 41 markets to capitalize on industry growth.,0.0
2025-02-22,Pfizer,Healthcare,"Revenue grew by 29% this quarter, driven by strong demand in Healthcare.",0.43
2024-04-26,Shell,Energy,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-07-19,Shell,Energy,49 is leading the sector with record-breaking earnings this year.,0.0
2024-07-19,Goldman Sachs,Finance,44 is investing heavily in AI and automation to enhance efficiency.,-0.2
